type,geometry.type,geometry.coordinates,properties.description.name,properties.description.id,properties.description.url,properties.latest-images,properties.description.type,properties.description.ptz,properties.description.fov_center,properties.description.sponsor,properties.description.network,properties.description.isp,properties.description.attribution,properties.description.zoom_current,properties.description.fov,properties.description.activated_at,properties.description.ProdNbr,properties.description.fov_lft,properties.description.county,properties.description.is_patrol_mode,properties.description.lastupdate,properties.description.region,properties.description.last_movement_at,properties.description.tilt_current,properties.description.fov_rt,properties.description.state,properties.description.is_currently_patrolling,properties.description.az_current
Feature,Point,"[-118.57666, 42.636223, 2.969]",Steens Mtn,Axis-Steens,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Steens', 'thumbnail': 'image?thumbnail=false&name=Axis-Steens'}]]",Feature,1.0,"[-119.596093, 42.631835]",BLM-ORIDWA,oregon,NSL,AlertWildfire,1.0,65.1,2018-09-24 12:00:00,Q6075-E,"[-119.430548, 42.229624]",Harney,0.0,630087.0,Oregon,2022-05-29 20:40:38,-3.0,"[-119.441501, 43.03662]",OR,0.0,270.01
Feature,Point,"[-118.499084, 43.10017, 1.937]","Riddle, OR",Axis-Riddle,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Riddle', 'thumbnail': 'image?thumbnail=false&name=Axis-Riddle'}]]",Feature,1.0,"[-119.403839, 43.458852]",BLM-ORIDWA,oregon,NSL,AlertWildfire,1.0,65.1,2020-08-27 12:00:00,Q6075-E,"[-119.523296, 43.047593]",Harney,0.0,3.0,Oregon,2022-06-06 03:41:56,-0.02,"[-118.995669, 43.757779]",OR,0.0,298.88
Feature,Point,"[-119.622032, 48.743465, 1.569]",Aeneas Lookout WA,Axis-Aeneas,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Aeneas', 'thumbnail': 'image?thumbnail=false&name=Axis-Aeneas'}]]",Feature,1.0,"[-118.826493, 48.21019]",AlertWildfire,oregon,FTS,AlertWildfire,1.0,62.98,2018-08-29 12:00:00,Q6055-E,"[-118.520173, 48.562733]",Okanogan,1.0,37.0,Washington,2022-06-06 03:41:38,1.68,"[-119.3605, 48.013858]",WA,0.0,135.02
Feature,Point,"[-120.726982, 38.573868, 0.795]",Mt. Aukum 2,Axis-MtAukum2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-MtAukum2', 'thumbnail': 'image?thumbnail=false&name=Axis-MtAukum2'}]]",Feature,1.0,"[-120.726982, 39.323868]",PGE,tahoe,RemotelyLocated,AlertWildfire,257.0,65.1,2020-10-02 12:00:00,Q6075-E,"[-120.998564, 39.293502]",ElDorado,1.0,2.0,AEU,2022-06-06 03:42:09,-3.0,"[-120.4554, 39.293502]",CA,1.0,360.0
Feature,Point,"[-120.726982, 38.573868, 0.795]",Mt. Aukum 1,Axis-MtAukum1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-MtAukum1', 'thumbnail': 'image?thumbnail=false&name=Axis-MtAukum1'}]]",Feature,1.0,"[-119.771991, 38.506446]",PGE,tahoe,RemotelyLocated,AlertWildfire,1.0,65.1,2020-10-02 12:00:00,Q6075-E,"[-119.873403, 38.919291]",ElDorado,0.0,3.0,AEU,2022-06-01 13:50:29,-1.22,"[-119.96979, 38.115786]",CA,0.0,94.86
Feature,Point,"[-120.61496, 38.580551, 1.007]",Omo Ranch Rd 1,Axis-OmoRanch1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-OmoRanch1', 'thumbnail': 'image?thumbnail=false&name=Axis-OmoRanch1'}]]",Feature,1.0,"[-119.969397, 38.027497]",PGE,tahoe,RemotelyLocated,AlertWildfire,1.0,62.98,2019-08-22 12:00:00,Q6055-E,"[-119.694539, 38.37248]",ElDorado,0.0,4.0,AEU,2022-05-31 22:51:18,-5.91,"[-120.43049, 37.844689]",CA,0.0,137.31
Feature,Point,"[-120.61496, 38.580551, 1.007]",Omo Ranch Rd 2,Axis-OmoRanch2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-OmoRanch2', 'thumbnail': 'image?thumbnail=false&name=Axis-OmoRanch2'}]]",Feature,1.0,"[-121.090525, 37.930131]",PGE,tahoe,RemotelyLocated,AlertWildfire,323.0,62.98,2019-08-22 12:00:00,Q6055-E,"[-120.849008, 37.853442]",ElDorado,1.0,4.0,AEU,2022-06-06 03:42:08,-3.99,"[-121.297279, 38.055268]",CA,1.0,210.01
Feature,Point,"[-121.025063, 38.588039, 0.331]",Ben Bolte 1,Axis-BenBolte1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-BenBolte1', 'thumbnail': 'image?thumbnail=false&name=Axis-BenBolte1'}]]",Feature,1.0,"[-121.974301, 38.701405]",PGE,tahoe,RemotelyLocated,AlertWildfire,48.0,65.1,2020-09-17 12:00:00,Q6075-E,"[-121.975534, 38.489089]",ElDorado,0.0,3.0,AEU,2022-06-05 03:02:52,0.17,"[-121.896656, 38.904918]",CA,0.0,278.99
Feature,Point,"[-121.025063, 38.588039, 0.331]",Ben Bolte 2,Axis-BenBolte2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-BenBolte2', 'thumbnail': 'image?thumbnail=false&name=Axis-BenBolte2'}]]",Feature,1.0,"[-121.882015, 38.92856]",PGE,tahoe,RemotelyLocated,AlertWildfire,257.0,65.1,2020-09-17 12:00:00,Q6075-E,"[-121.968807, 38.727296]",ElDorado,1.0,2.0,AEU,2022-06-01 22:20:54,-22.17,"[-121.725593, 39.102651]",CA,0.0,297.27
Feature,Point,"[-120.277, 38.629002, 2.322]",Leek Springs,Axis-Leek,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Leek', 'thumbnail': 'image?thumbnail=false&name=Axis-Leek'}]]",Feature,1.0,"[-120.802045, 38.002265]",USFS,tahoe,NSL,AlertWildfire,1.0,62.98,2017-08-29 12:00:00,Q6055-E,"[-120.309995, 37.87945]",ElDorado,0.0,4.0,AEU,2022-05-31 18:05:06,-11.55,"[-121.143044, 38.308484]",CA,0.0,213.48
Feature,Point,"[-120.711929, 38.63007, 0.683]",Outingdale,Axis-Outingdale,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Outingdale', 'thumbnail': 'image?thumbnail=false&name=Axis-Outingdale'}]]",Feature,1.0,"[-121.100263, 37.9448]",PGE,tahoe,RemotelyLocated,AlertWildfire,194.0,65.1,2020-12-21 12:00:00,Q6075-E,"[-120.841307, 37.886982]",ElDorado,0.0,3.0,AEU,2022-06-01 22:26:12,-0.9,"[-121.328945, 38.057078]",CA,0.0,204.1
Feature,Point,"[-120.858452, 38.63139, 0.581]",Logtown,Axis-Logtown,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Logtown', 'thumbnail': 'image?thumbnail=false&name=Axis-Logtown'}]]",Feature,1.0,"[-121.124135, 37.910978]",PGE,tahoe,RemotelyLocated,AlertWildfire,237.0,62.98,2020-06-30 12:00:00,Q6055-E,"[-120.866495, 37.881417]",ElDorado,0.0,4.0,AEU,2022-06-05 02:52:13,-2.19,"[-121.362409, 37.994095]",CA,0.0,196.23
Feature,Point,"[-120.704811, 38.663342, 0.733]",Somerset,Axis-Somerset,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Somerset', 'thumbnail': 'image?thumbnail=false&name=Axis-Somerset'}]]",Feature,1.0,"[-119.784958, 38.882901]",PGE,tahoe,RemotelyLocated,AlertWildfire,1.0,65.1,2020-12-21 12:00:00,Q6075-E,"[-120.080598, 39.235043]",ElDorado,0.0,3.0,AEU,2022-06-01 18:51:38,1.86,"[-119.780645, 38.462554]",CA,0.0,72.69
Feature,Point,"[-120.878822, 38.677158, 0.486]",Kingsville,Axis-Kingsville,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Kingsville', 'thumbnail': 'image?thumbnail=false&name=Axis-Kingsville'}]]",Feature,1.0,"[-121.826415, 38.557429]",PGE,tahoe,RemotelyLocated,AlertWildfire,212.0,65.1,2020-12-21 12:00:00,Q6075-E,"[-121.744467, 38.355041]",ElDorado,0.0,3.0,AEU,2022-06-05 01:39:10,-1.62,"[-121.832806, 38.769688]",CA,0.0,261.11
Feature,Point,"[-120.808357, 38.723431, 0.654]",Coon Hollow 2,Axis-CoonHollow2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-CoonHollow2', 'thumbnail': 'image?thumbnail=false&name=Axis-CoonHollow2'}]]",Feature,1.0,"[-119.980099, 38.345615]",PGE,tahoe,Geolinks,AlertWildfire,323.0,65.1,2020-05-22 12:00:00,Q6075-E,"[-119.876791, 38.541911]",ElDorado,1.0,6.0,AEU,2022-06-06 03:42:08,-6.0,"[-120.148765, 38.179663]",CA,1.0,119.99
Feature,Point,"[-120.808357, 38.723431, 0.654]",Coon Hollow,Axis-CoonHollow,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-CoonHollow', 'thumbnail': 'image?thumbnail=false&name=Axis-CoonHollow'}]]",Feature,1.0,"[-121.552025, 38.250503]",PGE,tahoe,Geolinks,AlertWildfire,175.0,62.98,2019-04-02 12:00:00,Q6055-E,"[-121.360456, 38.110744]",ElDorado,0.0,5.0,AEU,2022-05-31 22:13:22,-1.09,"[-121.688857, 38.425689]",CA,0.0,231.14
Feature,Point,"[-120.986687, 38.731312, 0.507]",Ridgewood,Axis-Ridgewood,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Ridgewood', 'thumbnail': 'image?thumbnail=false&name=Axis-Ridgewood'}]]",Feature,1.0,"[-120.986687, 39.481312]",PGE,tahoe,RemotelyLocated,AlertWildfire,1.0,62.98,2020-06-30 12:00:00,Q6055-E,"[-121.493442, 39.369772]",ElDorado,0.0,4.0,AEU,2022-06-05 01:33:55,-11.99,"[-120.479932, 39.369772]",CA,0.0,360.0
Feature,Point,"[-120.667603, 38.744701, 1.032]",Mt. Danaher,Axis-MtDanaher,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-MtDanaher', 'thumbnail': 'image?thumbnail=false&name=Axis-MtDanaher'}]]",Feature,1.0,"[-120.636398, 39.49431]",PGE,tahoe,NSL,AlertWildfire,649.0,65.1,2021-03-25 12:00:00,Q6075-E,"[-120.819785, 39.485349]",ElDorado,0.0,2.0,AEU,2022-05-20 13:57:40,-3.41,"[-120.454162, 39.476188]",CA,0.0,1.84
Feature,Point,"[-120.802528, 38.754608, 0.649]",North Placerville,Axis-NorthPlacerville,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-NorthPlacerville', 'thumbnail': 'image?thumbnail=false&name=Axis-NorthPlacerville'}]]",Feature,1.0,"[-119.889502, 38.993877]",PGE,tahoe,RemotelyLocated,AlertWildfire,1.0,65.1,2020-12-21 12:00:00,Q6075-E,"[-120.198062, 39.339525]",ElDorado,0.0,2.0,AEU,2022-05-17 00:52:14,-0.07,"[-119.870331, 38.573782]",CA,0.0,71.11
Feature,Point,"[-120.742035, 38.796543, 0.764]",Rock Creek,Axis-RockCreek,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-RockCreek', 'thumbnail': 'image?thumbnail=false&name=Axis-RockCreek'}]]",Feature,1.0,"[-121.583571, 38.435764]",PGE,tahoe,RemotelyLocated,AlertWildfire,1.0,62.98,2020-06-29 12:00:00,Q6055-E,"[-121.219149, 38.146181]",ElDorado,0.0,4.0,AEU,2022-05-15 18:21:28,-12.29,"[-121.703519, 38.831856]",CA,0.0,241.51
Feature,Point,"[-121.029884, 38.818134, 0.567]",Pilot Hill El Dorado 1,Axis-PilotHillEldorado1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-PilotHillEldorado1', 'thumbnail': 'image?thumbnail=false&name=Axis-PilotHillEldorado1'}]]",Feature,1.0,"[-121.515501, 38.171568]",PGE,tahoe,Digitalpath,AlertWildfire,1.0,65.1,2022-02-05 00:56:59,Q6075-E,"[-120.997469, 38.068564]",ElDorado,0.0,1.0,AEU,2022-05-25 23:24:07,-3.19,"[-121.884628, 38.476271]",CA,0.0,210.6
Feature,Point,"[-121.029884, 38.818134, 0.567]",Pilot Hill El Dorado 2,Axis-PilotHillEldorado2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-PilotHillEldorado2', 'thumbnail': 'image?thumbnail=false&name=Axis-PilotHillEldorado2'}]]",Feature,1.0,"[-121.992449, 38.814185]",PGE,tahoe,Digitalpath,AlertWildfire,257.0,65.1,2022-02-05 00:57:02,Q6075-E,"[-121.951165, 38.604325]",ElDorado,1.0,1.0,AEU,2022-06-06 03:42:11,-3.0,"[-121.956618, 39.024665]",CA,1.0,270.0
Feature,Point,"[-121.315048, 38.840179, 0.04]",Thunder Valley Casino West,Axis-ThunderValleyCasinoWest,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-ThunderValleyCasinoWest', 'thumbnail': 'image?thumbnail=false&name=Axis-ThunderValleyCasinoWest'}]]",Feature,1.0,"[-122.153349, 39.212191]",PGE,tahoe,Digitalpath,AlertWildfire,257.0,65.1,2021-08-10 12:00:00,Q6075-E,"[-122.252766, 39.014382]",Placer,1.0,2.0,NEU,2022-06-06 03:42:10,-2.99,"[-121.985717, 39.380268]",CA,1.0,300.0
Feature,Point,"[-121.314133, 38.840244, 0.04]",Thunder Valley Casino East,Axis-ThunderValleyCasinoEast,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-ThunderValleyCasinoEast', 'thumbnail': 'image?thumbnail=false&name=Axis-ThunderValleyCasinoEast'}]]",Feature,1.0,"[-121.803919, 38.195534]",PGE,tahoe,Digitalpath,AlertWildfire,770.0,65.1,2021-08-04 12:00:00,Q6075-E,"[-121.640719, 38.135152]",Placer,0.0,2.0,NEU,2022-06-04 22:46:49,1.36,"[-121.950067, 38.278796]",CA,0.0,210.88
Feature,Point,"[-120.407784, 38.842541, 1.872]",Big Hill,Axis-BigHill,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-BigHill', 'thumbnail': 'image?thumbnail=false&name=Axis-BigHill'}]]",Feature,1.0,"[-121.29839, 39.13113]",USFS,tahoe,NSL,AlertWildfire,1.0,62.98,2016-01-01 12:00:00,Q6055-E,"[-121.35841, 38.726793]",ElDorado,0.0,5.0,AEU,2022-05-28 14:35:24,-1.86,"[-120.973188, 39.45101]",CA,0.0,292.91
Feature,Point,"[-120.584953, 38.846127, 1.541]",Saddle Timber 2,Axis-SaddleTimber2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-SaddleTimber2', 'thumbnail': 'image?thumbnail=false&name=Axis-SaddleTimber2'}]]",Feature,1.0,"[-121.5479, 38.842436]",PGE,tahoe,Geolinks,AlertWildfire,323.0,62.98,2020-11-19 12:00:00,Q6055-E,"[-121.509223, 38.639215]",ElDorado,0.0,14750444.0,AEU,2021-12-17 10:21:33,-3.0,"[-121.514342, 39.046219]",CA,0.0,270.02
Feature,Point,"[-120.584953, 38.846127, 1.541]",Saddle Timber 1,Axis-SaddleTimber1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-SaddleTimber1', 'thumbnail': 'image?thumbnail=false&name=Axis-SaddleTimber1'}]]",Feature,1.0,"[-121.386942, 38.433691]",PGE,tahoe,Geolinks,AlertWildfire,3732.0,62.98,2020-11-19 12:00:00,Q6055-E,"[-121.353128, 38.396342]",ElDorado,0.0,1654664.0,AEU,2022-05-15 19:20:53,-2.59,"[-121.417816, 38.47258]",CA,0.0,236.89
Feature,Point,"[-120.821899, 38.8596, 0.739]",Meadowbrook 2,Axis-MeadowBrook2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-MeadowBrook2', 'thumbnail': 'image?thumbnail=false&name=Axis-MeadowBrook2'}]]",Feature,1.0,"[-119.992078, 38.48177]",PGE,tahoe,RemotelyLocated,AlertWildfire,257.0,65.1,2021-05-16 12:00:00,Q6075-E,"[-119.888564, 38.678062]",ElDorado,1.0,2.0,AEU,2022-06-06 03:42:04,-3.0,"[-120.16107, 38.315823]",CA,1.0,119.99
Feature,Point,"[-120.821899, 38.8596, 0.739]",Meadowbrook 1,Axis-MeadowBrook1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-MeadowBrook1', 'thumbnail': 'image?thumbnail=false&name=Axis-MeadowBrook1'}]]",Feature,1.0,"[-119.877563, 38.715773]",PGE,tahoe,RemotelyLocated,AlertWildfire,1.0,65.1,2021-05-16 12:00:00,Q6075-E,"[-119.924062, 39.134574]",ElDorado,0.0,2.0,AEU,2022-05-26 07:07:08,-0.76,"[-120.12608, 38.34307]",CA,0.0,100.76
Feature,Point,"[-120.704002, 38.903, 1.43]",Bald Mtn ElDorado 2,Axis-BaldCA2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-BaldCA2', 'thumbnail': 'image?thumbnail=false&name=Axis-BaldCA2'}]]",Feature,1.0,"[-121.667744, 38.91239]",USFS,tahoe,NSL,AlertWildfire,1.0,65.1,2021-03-25 12:00:00,Q6075-E,"[-121.520948, 38.507937]",ElDorado,1.0,3.0,AEU,2022-06-04 19:32:16,-2.67,"[-121.51172, 39.314942]",CA,0.0,271.02
Feature,Point,"[-120.704002, 38.903, 1.379]",Bald Mtn ElDorado,Axis-BaldCA,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-BaldCA', 'thumbnail': 'image?thumbnail=false&name=Axis-BaldCA'}]]",Feature,1.0,"[-119.793719, 39.15291]",USFS,tahoe,NSL,AlertWildfire,2384.0,65.1,2017-01-01 12:00:00,Q6075-E,"[-119.827877, 39.218772]",ElDorado,0.0,42899.0,AEU,2022-05-28 15:37:52,-2.6,"[-119.7678, 39.084833]",CA,0.0,70.25
Feature,Point,"[-121.128784, 38.919655, 0.423]",Stoney Ridge,Axis-StoneyRidge,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-StoneyRidge', 'thumbnail': 'image?thumbnail=false&name=Axis-StoneyRidge'}]]",Feature,1.0,"[-121.49675, 38.22702]",PGE,tahoe,Digitalpath,AlertWildfire,2258.0,62.98,2020-04-30 12:00:00,Q6055-E,"[-121.414532, 38.20371]",Placer,0.0,3.0,NEU,2022-06-04 22:54:46,0.16,"[-121.57597, 38.256086]",CA,0.0,202.67
Feature,Point,"[-121.239632, 38.963799, 0.247]",Garden Bar,Axis-GardenBar,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-GardenBar', 'thumbnail': 'image?thumbnail=false&name=Axis-GardenBar'}]]",Feature,1.0,"[-120.422173, 38.568508]",PGE,tahoe,Digitalpath,AlertWildfire,7418.0,62.98,2020-01-06 12:00:00,Q6055-E,"[-120.40516, 38.59057]",Placer,0.0,4.0,NEU,2022-06-04 22:56:19,0.19,"[-120.440134, 38.546913]",CA,0.0,121.55
Feature,Point,"[-120.798836, 38.980907, 0.991]",Volcanoville,Axis-Volcanoville,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Volcanoville', 'thumbnail': 'image?thumbnail=false&name=Axis-Volcanoville'}]]",Feature,1.0,"[-120.700524, 38.234852]",PGE,tahoe,Digitalpath,AlertWildfire,1.0,65.1,2022-02-17 15:58:14,Q6075-E,"[-120.20368, 38.392107]",ElDorado,0.0,1.0,AEU,2022-05-08 20:51:05,0.98,"[-121.227399, 38.309739]",CA,0.0,174.09
Feature,Point,"[-120.977654, 39.0065, 0.711]",Hotchkiss Hill 2,Axis-HotchkissHill2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-HotchkissHill2', 'thumbnail': 'image?thumbnail=false&name=Axis-HotchkissHill2'}]]",Feature,1.0,"[-121.942776, 39.002524]",PGE,tahoe,Digitalpath,AlertWildfire,257.0,65.1,2020-05-19 12:00:00,Q6075-E,"[-121.901364, 38.792667]",Placer,1.0,8.0,NEU,2022-06-06 03:42:08,-3.0,"[-121.906869, 39.213006]",CA,1.0,270.0
Feature,Point,"[-120.977654, 39.0065, 0.711]",Hotchkiss Hill 1,Axis-HotchkissHill,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-HotchkissHill', 'thumbnail': 'image?thumbnail=false&name=Axis-HotchkissHill'}]]",Feature,1.0,"[-120.170964, 39.421061]",PGE,tahoe,Digitalpath,AlertWildfire,1783.0,62.98,2019-12-09 12:00:00,Q6055-E,"[-120.234393, 39.487323]",Placer,0.0,8.0,NEU,2022-05-31 20:39:50,0.32,"[-120.117444, 39.3498]",CA,0.0,56.19
Feature,Point,"[-120.380447, 39.049442, 2.295]",Bunker Hill,Axis-Bunker,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Bunker', 'thumbnail': 'image?thumbnail=false&name=Axis-Bunker'}]]",Feature,1.0,"[-119.796505, 38.453523]",USFS,tahoe,NSL,AlertWildfire,1.0,65.1,2017-01-01 12:00:00,Q6075-E,"[-119.475545, 38.790901]",Placer,0.0,4.0,NEU,2022-05-22 19:36:44,-12.18,"[-120.296821, 38.302289]",CA,0.0,142.43
Feature,Point,"[-120.972473, 39.06715, 0.793]",Howell Mtn 2,Axis-HowellMtn2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-HowellMtn2', 'thumbnail': 'image?thumbnail=false&name=Axis-HowellMtn2'}]]",Feature,1.0,"[-121.395851, 38.393784]",PGE,tahoe,Digitalpath,AlertWildfire,1.0,62.98,2019-09-19 12:00:00,Q6055-E,"[-120.885337, 38.32024]",Placer,1.0,4.0,NEU,2022-06-04 00:09:07,-8.66,"[-121.784821, 38.664113]",CA,0.0,206.26
Feature,Point,"[-120.972473, 39.06715, 0.793]",Howell Mtn 1,Axis-HowellMtn1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-HowellMtn1', 'thumbnail': 'image?thumbnail=false&name=Axis-HowellMtn1'}]]",Feature,1.0,"[-121.935768, 39.127252]",PGE,tahoe,Digitalpath,AlertWildfire,1.0,62.98,2019-09-19 12:00:00,Q6055-E,"[-121.832185, 38.728284]",Placer,0.0,5.0,NEU,2022-06-04 19:09:17,-5.97,"[-121.755019, 39.509502]",CA,0.0,274.9
Feature,Point,"[-121.099701, 39.133999, 0.798]",Wolf Mtn 1,Axis-WolfMtn1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-WolfMtn1', 'thumbnail': 'image?thumbnail=false&name=Axis-WolfMtn1'}]]",Feature,1.0,"[-121.645238, 38.51604]",PGE,tahoe,Digitalpath,AlertWildfire,1.0,62.98,2019-09-04 12:00:00,Q6055-E,"[-121.15311, 38.385156]",Nevada,0.0,3.0,NEU,2022-06-05 21:37:17,12.99,"[-121.980435, 38.82778]",CA,0.0,214.69
Feature,Point,"[-121.099701, 39.133999, 0.798]",Wolf Mtn 2,Axis-WolfMtn2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-WolfMtn2', 'thumbnail': 'image?thumbnail=false&name=Axis-WolfMtn2'}]]",Feature,1.0,"[-120.258034, 39.506207]",PGE,tahoe,Digitalpath,AlertWildfire,323.0,62.98,2019-09-04 12:00:00,Q6055-E,"[-120.419992, 39.669396]",Nevada,1.0,3.0,NEU,2022-06-06 03:42:00,-5.97,"[-120.160215, 39.315165]",CA,1.0,59.98
Feature,Point,"[-120.237999, 39.147999, 2.481]",Alpine Meadows CTC,Axis-Alpine,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-Alpine', 'thumbnail': 'image?thumbnail=false&name=Axis-Alpine'}]]",Feature,1.0,"[-119.784199, 38.486571]",TahoeProsperityCtr,tahoe,NSL,AlertWildfire,1.0,65.1,2017-10-19 12:00:00,Q6075-E,"[-119.398012, 38.77931]",Placer,0.0,5.0,NEU,2022-05-28 19:43:08,-5.22,"[-120.309419, 38.400069]",CA,0.0,151.73
Feature,Point,"[-121.223358, 39.193726, 0.596]",Penn Valley,Axis-PennValley,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-PennValley', 'thumbnail': 'image?thumbnail=false&name=Axis-PennValley'}]]",Feature,1.0,"[-120.276908, 39.35402]",PGE,tahoe,Digitalpath,AlertWildfire,2051.0,65.1,2020-07-31 12:00:00,Q6075-E,"[-120.305998, 39.436167]",Nevada,0.0,3.0,NEU,2022-06-06 01:48:17,2.13,"[-120.260104, 39.269851]",CA,0.0,77.36
Feature,Point,"[-121.820503, 39.205502, 0.639]",Sutter Buttes,Axis-SutterButtes,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-SutterButtes', 'thumbnail': 'image?thumbnail=false&name=Axis-SutterButtes'}]]",Feature,1.0,"[-121.082117, 39.69275]",PGE,tahoe,Digitalpath,AlertWildfire,1.0,62.98,2019-09-13 12:00:00,Q6055-E,"[-121.52222, 39.919381]",Sutter,0.0,3.0,NEU,2022-06-06 00:14:21,-7.19,"[-120.863619, 39.322278]",CA,0.0,49.25
Feature,Point,"[-120.937103, 39.220203, 1.042]",Jones Ridge,Axis-JonesRidge,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-JonesRidge', 'thumbnail': 'image?thumbnail=false&name=Axis-JonesRidge'}]]",Feature,1.0,"[-120.370081, 38.61368]",PGE,tahoe,Digitalpath,AlertWildfire,6451.0,62.98,2019-10-03 12:00:00,Q6055-E,"[-120.339975, 38.631385]",Nevada,0.0,5.0,NEU,2022-06-04 19:13:49,-4.2,"[-120.40104, 38.596904]",CA,0.0,143.79
Feature,Point,"[-120.965599, 39.245602, 1.188]",Banner Mtn 2,Axis-BannerMtn2,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-BannerMtn2', 'thumbnail': 'image?thumbnail=false&name=Axis-BannerMtn2'}]]",Feature,1.0,"[-120.965432, 38.495602]",PGE,tahoe,Digitalpath,AlertWildfire,257.0,65.1,2019-09-24 12:00:00,Q6075-E,"[-120.696779, 38.525382]",Nevada,1.0,4.0,NEU,2022-06-06 03:42:07,-3.0,"[-121.234097, 38.52531]",CA,1.0,179.99
Feature,Point,"[-120.965599, 39.245602, 1.188]",Banner Mtn 1,Axis-BannerMtn1,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-BannerMtn1', 'thumbnail': 'image?thumbnail=false&name=Axis-BannerMtn1'}]]",Feature,1.0,"[-121.920508, 39.37452]",PGE,tahoe,Digitalpath,AlertWildfire,1613.0,62.98,2019-09-23 12:00:00,Q6055-E,"[-121.932461, 39.292644]",Nevada,0.0,5.0,NEU,2022-06-05 21:36:48,-1.12,"[-121.896968, 39.454885]",CA,0.0,280.2
Feature,Point,"[-120.721222, 39.255951, 1.539]",Blue Canyon,Axis-BlueCanyon,,"[[{'type': 'color', 'direction': 'ptz', 'image': 'image?name=Axis-BlueCanyon', 'thumbnail': 'image?thumbnail=false&name=Axis-BlueCanyon'}]]",Feature,1.0,"[-120.120624, 38.669079]",CALFIRE,tahoe,Digitalpath,AlertWildfire,91.0,65.1,2020-06-15 12:00:00,Q6075-E,"[-119.932893, 38.822835]",Placer,0.0,5.0,NEU,2022-06-03 22:03:31,-0.72,"[-120.355335, 38.562091]",CA,0.0,141.3
